OTU_ID	Mag551	AmbKAF	Kib309	Mas621	Mas620	Kib490	Kib497	Kib496	Kib495	Kib499	Mas624	Tav186	Nam119	Sul275	Sul274	AmbGYA	Tav234	Olo523	Olo167	Olo161	Tav217	Mas619	Mas614	Mas615	Mas616	Olo524	AmbWAJ	KibA4	AmbANE	Nam109	KibA5	Tav225	Tav224	Nam25	Mas622	Nam22	Nam21	Nam20	Tav229	Kib384	Bis105	Bis104	Bis107	Bis106	Bis101	Bis100	Bis103	Olo184	Nam49	Nam120	Tav199	AmbLEY	Mas602	Mas601	Mas600	BLANK1	BLANK2	BLANK3	BLANK4	Tav227	Bis83	Bis82	Bis81	Nam24	Bis85	Bis84	Bis89	Nak647	Nam55	Nam52	Nam50	Nam51	NaiU	Olo172	Olo173	Ema724	AmbCAY	NaiL	NaiN	Kib512	Kib355	Nam114	Nam115	Nam116	Nam117	Nam110	Olo577	NaiB	Olo575	Kib484	Mag530	Mag533	Bis98	Tav207	Bis96	Bis97	Bis90	Bis91	Bis92	Bis93	Nam45	Sul276	Olo182	AmbGRA	Mag536	Mag542	Olo160	OloP	AmbHOJ	Kib507	Bis62	Kib503	Bis66	Nam41	Olo563	Olo564	Olo566	Mag548	AmbYUG	TavA	Mag540	Mag541	AmbBOO	Mag544	Mag545	Mag547	Nam112	AmbTHU	Olo159	Olo150	Olo152	Olo155	Olo156	AmbFIN	Bis71	Bis77	Bis74	Mag550	Bis79	Mas587	Sul287	Sul281	Olo570	WaterBLANK1	Mas597	Mas596	Mas595	Mas592	Olo571	Kib509B	Mas589	Mas598	SulZ12	Nam8	Sul292	Sul291	Sul290	Ema711	Ema704	Ema705	Ema706	Ema710	Ema701	Ema702	Olo573	SulN	WaterBLANK	Ema708	Ema709	KibA6	SulZ6	Kib314	SulZ5	Nam13	AmbLYB	Nam16	Nam17	Nam15	Mag531	Kib485	Kib486	Kib487	Mag535	SulI	Kib482	Kib483	AmbHYD	Kib488	Tav205	Olo526	Tav245	Bis73	Olo183	Olo146	KibX	KibY	Ema717	Olo149	Ema715	Ema719	KibT	Olo148	taxonomy
r1.607	8.64830237	7.163323782	23.21814255	7.04845815	5.460218409	26.74149884	5.24691358	15.58917928	4.50016072	13.85603244	57.61316872	13.40996169	3.956834532	4.337767496	5.512454063	32.7510917	4.197271773	3.811598149	9.602501117	12.45210728	14.70588235	21.05263158	8.859357697	13.22115385	1.450676983	5.899705015	12.04819277	11.80438449	35.48387097	2.91023058	5.889281508	18.51851852	11.86503522	3.575259206	8.336989908	23.24561404	6.987258529	11.38952164	12.72845953	11.20238984	2.77988375	16.985138	12.24812327	15.39119282	6.753812636	1.602197299	4.321521175	2.761000863	20.28301887	9.027373326	12.93759513	8.259587021	45.28612598	6.12244898	8.864811623	1650	1000	1133.333333	785.7142857	24.41314554	4.163997438	28.65995352	27.21943049	10.1845958	5.549389567	9.814049587	4.003336113	12.78488049	9.775171065	3.629764065	3.295386459	4.454342984	4.958047292	6.531454108	9.090909091	9.916699722	16.36363636	18.04511278	6.730428622	14.28571429	13.06413302	4.516282386	3.06122449	2.643171806	6.168359942	15.83577713	13.3248731	3.815753611	6.736068585	3.476245655	9.807928075	9.298393914	2.343292326	19.73419251	4.779308406	12.54311696	11.70185703	4.566210046	19.14414414	7.803121248	3.460207612	4.78967097	3.461405331	5.369127517	6.451612903	14.59531181	9.233610342	8.156606852	14.27212179	10.21780048	7.318952234	3.588516746	7.997334222	7.121057986	7.234279354	11.5	10.34320639	34.53947368	3.685503686	9.646302251	32.2180917	9.984871407	9.844134537	7.31981982	19.3236715	12.23776224	2.737226277	87.3015873	1.790510295	2.521008403	0.861079219	5.40765391	4.68975469	7.097791798	19.6946227	11.51560178	6.24164066	27.25793328	3.49378882	4.095213719	4.167907115	1.834441642	9.93883792	485.7142857	10.27782239	10.08645533	8.555317908	3.759398496	25.43068089	3.204272363	4.836109618	15.57632399	4.946628482	1.800180018	1.832620648	6.261911244	8.177570093	0	0	4.171632896	0	4.589261129	0	9.063444109	6.384213581	5.978602895	857.1428571	5.280528053	0	15.85437463	20.09946125	14.56058242	6.996268657	8.403361345	7.358953393	10.4283054	7.774538387	4.758128469	5.862237421	14.54545455	5.718793137	16.02564103	10.55297594	21.42110763	7.553503987	2.324230099	46	5.503577325	10.94017094	8.249068654	43.16866934	5.425567989	10.48218029	5.171042164	5.877231171	12.93103448	6.975269499	8.050603795	4.6875	3.921568627	10.24590164	6.745362563	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
r1.608	0	959.8853868	0	0	0	0	0.925925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.6774194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986.4306785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.6363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.94630872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.1891892	0	0	0	733.388023	0	0	0	0	551.5873016	0	0	0	0	0	27.60252366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.5094031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317057705	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
r1.609	2.242152466	0	0	23.78854626	7.800312012	0	15.12345679	3.668042182	13.17904211	5.745184184	0	5.268199234	0	1.735106998	4.899959167	0	3.14795383	5.172883202	0.223313979	0	2.673796791	0	0	12.74038462	0	1.311045559	0	0.84317032	0	4.701141706	0	0.430663221	7.415647015	7.865570254	0	5.701754386	4.521167283	0.455580866	8.812010444	14.93651979	4.296183978	4.246284501	2.370604504	4.275331338	1.74291939	9.384298466	2.304811294	4.314063848	4.716981132	3.785672685	2.283105023	0	0	0	5.909874415	0	0	0	0	11.26760563	4.484304933	4.131164472	2.093802345	3.819223425	13.04106548	19.11157025	9.007506255	1.667593107	2.93255132	0.604960678	2.09706411	5.196733482	16.01830664	9.969061533	53.9184953	17.05672352	0	0	10.27275948	4.081632653	2.375296912	1.426194438	0.340136054	3.348017621	4.35413643	1.46627566	0	3.815753611	4.898958971	30.12746234	0.81732734	0	17.86760398	1.208215868	4.217036829	5.957980558	7.122869499	7.102993404	4.222972973	2.100840336	3.892733564	2.498958767	1.384562132	0	0.537634409	0	0	0	0	16.94003764	1.540832049	0.299043062	0.999666778	3.051881994	2.225932109	0	4.701457452	0	0	1.837390905	0	0.605143722	0	1.689189189	0.805152979	1.165501166	3.04136253	0	10.74306177	21.00840336	3.731343284	7.071547421	2.164502165	0	2.212878956	0.742942051	1.337494427	0	3.49378882	2.047606859	4.167907115	1.375831231	2.675840979	0	0.802954874	1.44092219	4.277658954	0	11.8949959	5.607476636	1.612036539	0	28.11767769	1.800180018	0	2.994827117	9.929906542	0	0	4.767580453	0	2.294630564	0	0.604229607	6.964596634	2.202643172	0	5.280528053	4.830917874	7.046388726	5.801906341	10.92043682	3.731343284	3.361344538	0	1.862197393	14.8202138	2.379064235	0	2.424242424	10.45158746	0	14.77416631	2.612330199	0.839278221	3.486345148	0	23.6653825	1.709401709	0.266098989	9.345794393	1.017293998	2.096436059	11.13762928	3.700478886	2.873563218	0.634115409	2.875215641	4.166666667	0.784313725	0	11.46711636	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__rc4-4; s__
r1.61	1319.346573	0	2.159827214	1007.929515	87.36349454	115.5496864	152.1604938	5.960568547	81.96721311	45.28556945	15.08916324	190.6130268	81.29496403	83.57432042	292.9767252	0	667.366212	94.20092567	0	0	50.80213904	169.3779904	21.04097453	1478.605769	113.1528046	137.9875451	0	149.2411467	0	25.96821133	28.26855124	397.5021533	171.6722284	158.0264569	139.9736727	62.71929825	12.33045623	11.84510251	985.9660574	0	82.13292899	172.6822364	362.3073884	495.5109021	58.16993464	102.3117418	401.0371651	243.1406385	215.5660377	0	252.6636225	0	2608.892548	767.8571429	2186.899778	0	0	0	0	0	47.72581678	18.33204234	0	7.001909612	225.8601554	120.8677686	141.2844037	55.03057254	0	122.8070175	170.4613541	319.2279139	75.8962624	176.3492609	127.2727273	315.3510512	0	0	106.2699256	539.5918367	0.593824228	0	1.700680272	0	288.0986938	131.085044	267.1319797	138.3210684	680.3429271	97.62456547	328.9742542	259.509721	926.7721148	107.9339509	77.03120607	111.633741	185.194607	118.9751395	239.5833333	89.73589436	30.27681661	456.8929613	95.88092766	0	595.6989247	199.9115436	0	66.88417618	0	55.3912342	97.07241911	63.69617225	820.05998	555.7816209	657.4846967	164	208.2745651	41.94078947	1.228501229	42.71933854	579.9256506	744.9319213	967.1862182	1038.56982	285.8293076	75.17482517	0	0	248.8809311	610.9243697	29.56371986	2.911813644	6.493506494	0	39.16795751	124.4427935	26.30405707	784.3775427	123.447205	117.7373944	14.5876749	86.67736758	756.4984709	0	331.7809539	3707.492795	90.21971612	874.7831116	122.2313372	1717.757009	207.4153681	5081.775701	615.7250716	369.0369037	210.7513745	457.6640348	353.9719626	4.06504065	0	16.68653159	0	93.62092703	8.474576271	58.6102719	0.290191526	365.9534298	0	18.48184818	4.830917874	0.58719906	6.009117281	30.16120645	0	3.361344538	0	35.75418994	568.5131195	0	915.974597	194.7474747	101.5578781	91.2004662	304.3478261	322.8840125	516.1561057	26.14758861	0	95.76224546	300.5128205	253.3262374	26.70226969	77.99253984	99.37106918	115.75179	259.2511972	0	211.1604312	118.4588844	0	283.1372549	172.8142077	507.925801	k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__WCHB1-41; f__RFP12; g__; s__
r1.610	0.64061499	0	8.099352052	2.643171806	2.340093604	0.990425883	0	0	0	3.379520108	0	1.915708812	3.597122302	0	0	0	1.049317943	32.12632725	6.699419384	16.2835249	0	0	1.107419712	0.721153846	1.450676983	2.622091118	0	20.23608769	0	7.611372286	0	0	0	11.79835538	14.91882405	6.140350877	16.85162351	16.40091116	0	3.734129948	7.581501137	10.61571125	3.555906756	0	1.960784314	2.97550927	1.440507058	1.898188093	1.41509434	9.318578917	0.761035008	0	0	4.081632653	0.984979069	0	0	0	0	0	0	0	5.443886097	9.548058561	0	5.165289256	7.339449541	0	9.775171065	0	16.47693229	0	4.576659039	0	6.5830721	0	0	0	3.542330854	51.02040816	18.40855107	5.467078678	2.040816327	5.63876652	2.177068215	1.759530792	1.269035533	5.178522758	0	0	1.225991009	0	0.292911541	2.416431736	3.654765252	4.390090938	7.631645892	4.566210046	0	3.00120048	0	0	0	0	0.537634409	0	10.7725454	0.407830343	0	0	0.770416025	1.196172249	1.332889037	0	4.451864218	0	0	0	0	2.296738631	0	0.302571861	0	5.067567568	7.246376812	0.582750583	8.515815085	0	2.387347061	1.260504202	6.027554535	12.89517471	7.215007215	0	0	0	0	0	1.940993789	0.255950857	0	0	0	0	0.481772924	0	3.111024694	0	10.25430681	0	0	0	0	6.300630063	0	0	0	0	0	28.00953516	0	1.835704452	0	1.208459215	2.901915264	0	0	0	0	0	0	18.20072803	0	15.12605042	0	1.117318436	12.63362488	0	0	0	13.40958391	0.582750583	1.68847615	6.269592476	0	1.743172574	0	4.953219593	2.051282051	9.579563598	0.890075656	0.339097999	1.257861635	0.795544948	5.006530257	1.436781609	0	0	0.520833333	0.784313725	6.830601093	0.674536256	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
r1.611	11.85137732	0	0	0.440528634	2.340093604	5.282271377	6.790123457	2.751031637	26.35808422	4.731328151	0	3.352490421	1.438848921	0	2.449979584	0	2.098635887	4.628369181	4.689593569	0	0.668449198	2.870813397	4.429678848	0	7.736943907	4.916420846	0	8.431703204	0	7.163644504	0	2.583979328	11.86503522	0.357525921	4.826678368	14.03508772	6.987258529	6.833712984	0	0.74682599	3.790750569	4.246284501	4.346108258	0	6.97167756	0.686655985	3.745318352	9.318377912	5.660377358	9.027373326	1.522070015	0	12.76245368	2.551020408	3.939916277	0	0	0	0	0	87.44394619	2.065582236	10.05025126	1.273074475	2.774694784	9.297520661	3.669724771	4.446914953	2.93255132	0.604960678	3.894547633	5.196733482	0	0	2.507836991	15.86671956	0	0	4.959263195	0	18.40855107	7.368671262	11.56462585	5.110132159	3.809869376	7.038123167	10.78680203	4.633415099	4.2865891	0	29.8324479	0	0.292911541	6.846556585	21.92859151	1.254311696	1.780717375	21.05530188	8.727477477	5.702280912	6.487889273	2.290712203	1.038421599	0	10.75268817	0	1.846722068	3.670473083	0	2.957784351	14.25269646	2.093301435	3.998667111	4.408273991	9.460211464	8.5	13.16408087	0.822368421	0	0.459347726	26.02230483	2.723146747	0	7.601351351	20.93397746	0.582750583	15.51094891	0	8.654133095	0	3.731343284	12.89517471	2.886002886	0	0	8.172362556	4.458314757	8.136696501	3.105590062	31.99385718	13.69455195	3.210272873	8.79204893	0	0.32118195	0	0.777756173	0	16.81706317	0	25.25523912	0.778816199	25.25384015	2.700270027	0.610873549	9.801252382	11.09813084	0	0	1.78784267	4.87804878	11.93207894	0	13.29305136	2.031340685	13.53052234	0	8.580858086	0	0.58719906	2.90095317	2.600104004	3.264925373	7.56302521	0	54.00372439	10.20408163	0.793021412	42.5012213	12.12121212	2.36639716	0.874125874	2.532714225	30.3030303	26.01762484	4.648460198	0	1.651073198	21.53846154	3.991484832	0	0	7.966457023	2.784407319	3.918154114	1.436781609	7.926442613	20.70155262	11.97916667	3.137254902	13.66120219	13.49072513	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
r1.612	5.445227418	8.595988539	1.079913607	4.405286344	2.340093604	1.980851766	4.320987654	2.751031637	0	1.351808043	0	1.436781609	2.158273381	3.181029497	0.408329931	5.458515284	8.394543547	4.083855159	0.669941938	1.915708812	20.72192513	0	5.53709856	122.5961538	1.450676983	6.555227794	1.721170396	0.84317032	0	1.567047235	2.355712603	0.861326443	25.21319985	18.59134787	3.071522598	10.0877193	19.72872996	13.2118451	13.38120104	54.51829724	9.097801365	6.01556971	16.98933228	17.95639162	8.71459695	2.517738613	25.64102564	3.96893874	10.8490566	4.659289458	78.38660578	10.02949853	63.81226842	95.91836735	27.57941394	0	0	0	0	13.14553991	20.81998719	0.258197779	18.42546064	9.548058561	4.439511654	2.582644628	5.004170142	27.79321845	2.93255132	1.209921355	15.27860995	2.96956199	5.339435545	0.343760743	2.821316614	35.30345101	13.63636364	0	3.188097768	4.489795918	9.501187648	1.426194438	7.142857143	2.290748899	2.177068215	0.879765396	13.95939086	1.771599891	7.960808328	2.607184241	2.860645689	1.690617075	4.393673111	52.75875957	3.373629463	3.135779241	3.815822946	1.014713343	0.563063063	6.602641056	4.757785467	19.57517701	1.384562132	0	4.301075269	13.71074746	4.924592182	4.893964111	6.184586108	6.453347674	1.155624037	0	17.994002	8.477449983	20.86811352	11	12.22378937	4.111842105	4.914004914	0.918695452	2.478314746	1.815431165	11.48482363	4.786036036	12.88244767	3.496503497	7.299270073	0	11.33989854	2.100840336	5.166475316	4.575707155	5.772005772	1.577287066	6.638636867	1.857355126	28.53321444	0	15.91614907	17.14870745	5.656445371	4.81540931	36.69724771	0	33.40292276	55.47550432	12.44409878	21.39965298	39.37653815	6.141522029	6.448146158	154.9844237	3.644884145	3.150315032	15.27183873	16.33542064	4.672897196	0	0	0	0	5.048187242	0	1.208459215	8.705745792	7.237256136	0	9.900990099	0	13.50557839	7.459593867	2.600104004	6.529850746	7.56302521	11.44726083	10.05586592	15.06316812	3.172085646	1.95407914	1.212121212	3.746795504	2.331002331	2.954833263	5.747126437	2.098195552	2.324230099	0	3.852504128	5.811965812	9.313464609	0	7.121057986	2.51572327	0.795544948	10.01306051	0	25.68167406	4.025301898	7.8125	5.490196078	4.098360656	5.059021922	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
r1.613	0	0	0	0	6.24024961	0	0	0	16.71488267	0	0	0	0	9.54308849	3.879134341	0	0	4.35611217	0	0	0	0	0	52.88461538	1.450676983	0	0	0	0	0.895455563	0	5.167958656	0.370782351	37.54022167	16.67397982	0	0	0	17.62402089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.73414478	11.10250452	0	0	0	11.62190083	0	0	0	0	0	51.59613957	0	0	55.48589342	0	0	0	9.564293305	7.346938776	0	27.81079154	0	0	18.14223512	1.173020528	0	0.272553829	0	0	0	0	0	0	0	0.940733772	0	1.775748351	0	2.100840336	0	0	6.576670128	0	0	0	0	0	0	0.537778973	7.318952234	3.588516746	0	33.90979993	0	0.5	0	0	0	5.052824989	0	0	0	0	0	0	0.304136253	0	19.39719487	38.65546218	85.24684271	0	0	0	11.28568267	161.589896	0	0	0.388198758	0	0	36.45952763	0	0	0	0	0	5.205320995	0	15.48731642	0	0	0	1.350135014	0	0	0	0	0	0	0	0	25.42372881	4.229607251	0	0	0	11.22112211	0	0	0	0.520020801	0	0	0	4.096834264	0	0	0	4.444444444	14.0011832	0.582750583	0	0	0	6.972690296	0	13.75894331	4.102564103	0	1.780151313	29.50152594	61.21593291	0.795544948	45.49412277	0	0	0	0	0	0	37.0994941	Unassigned
r1.614	5.124919923	0	0	11.89427313	5.460218409	0	0	0	0	0	1.371742112	0	4.316546763	0	0	0	55.613851	0	22.55471192	0	0	7.655502392	6.644518272	2.644230769	2.901353965	0	0	0	0	2.238638908	0	4.306632214	2.966258806	0.357525921	17.11276876	0	0	0	4.895561358	0	0	0	0	0	0	0	0	4.83175151	0.943396226	0	2.283105023	0	12.76245368	0	29.54937208	0	0	0	0	10.3286385	4.804612428	0.516395559	0	0	4.162042175	0	0	0	0	0	0	2.96956199	0	15.46923341	7.210031348	0	0	0	4.60503011	5.714285714	0	0	0	40.52863436	39.91291727	6.451612903	0	0	0	0	1.634654679	2.535925613	0	0	0	0	1.526329178	2.790461695	3.941441441	0	0.865051903	0	19.38386985	0	0	2.653693056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.723146747	0	9.009009009	0.805152979	0	2.433090024	0	2.088928678	10.08403361	11.48105626	9.151414309	332.972583	0	2.434166851	7.80089153	0	15.05288853	0	0	0	0	0	0	7.066002891	0	0	0.2891845	0	0	0	24.92211838	0	0	0	0	0	0	0	4.171632896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.469273743	0.728862974	0	7.327796776	0	0	0	0	0	0	0	0	0	15.04273504	0	12.90609702	2.373685995	0	11.53540175	0	0	0	5.175388154	0	0	0	3.372681282	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
r1.615	0	0	0	0	7.020280811	57.44470122	0.617283951	0	0	0	0	0	0	15.61596298	0	0	0	0	0	0.957854406	0	0	0	10.57692308	0	0	0	0	0	1.790911126	9.422850412	0	0	0	2.193944713	0	0	0	0	0	0	0	0	0	0	1.373311971	0	9.836065574	0	8.736167734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.795100223	0	1.37504297	29.15360502	0	0	0	18.06588735	0	0	25.43380081	1.020408163	9.339207048	9.433962264	1.759530792	0	0	1.837109614	0	0	0	0	0	0	0	0	0	0	0	2.595155709	68.7213661	3.115264798	0	0	1.326846528	0	0	0	0	0	0	0	4.408273991	0	0	0	0	0	0	0	25.11346445	0	31.81306306	3.220611916	0	0	0	10.74306177	0	0	0	0	0	0	0	0	56.55004068	0	5.119017149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.959475566	0	3.21248279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97703957	0	1.971997634	5.244755245	0	0	2.517834662	0	0	0	0.683760684	10.11176158	9.345794393	0	10.06289308	0	0	0	0	1.725129385	0	0	0	1.011804384	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
r1.616	4.484304933	0	11.33909287	4.845814978	2.340093604	0.660283922	2.469135802	2.751031637	17.67920283	0.675904022	9.602194787	11.49425287	0	15.32677848	3.47080441	44.75982533	13.64113326	0.816771032	0	0	1.336898396	7.655502392	0	6.25	2.901353965	6.882989184	13.76936317	26.98145025	1.612903226	3.357958361	150.7656066	0.430663221	3.707823508	1.430103683	0	29.38596491	18.08466913	79.72665148	3.916449086	0	1.769016932	0	0	175.2885849	45.53376906	20.37079423	21.60760588	15.70319241	13.20754717	49.2137449	22.07001522	2.949852507	0	1.020408163	0	0	0	0	0	0	9.288917361	4.90575781	7.537688442	5.728835137	13.04106548	20.40289256	0.834028357	0	81.13391984	13.91409558	21.56980228	4.083147736	13.72997712	8.250257821	0.626959248	2.380007933	7.272727273	1565.413534	0.354233085	3.673469388	11.28266033	1.663893511	38.0952381	3.348017621	1.088534107	0	3.172588832	10.35704552	0	33.89339513	4.086636698	5.071851226	1.171646163	114.7805075	3.654765252	2.195045469	0	3.805175038	0.563063063	15.6062425	23.35640138	0	34.61405331	3.355704698	13.97849462	0	0	2.854812398	18.07802093	0.806668459	5.778120185	0	0	4.747371991	75.95993322	3.5	1.410437236	4.111842105	20.88452088	2.756086357	0	0	0	2.252252252	67.63285024	13.4032634	4.866180049	3.968253968	1.19367353	0.840336134	0.574052813	5.823627288	1.443001443	0	0.221287896	1.114413076	7.579135087	0.81366965	13.97515528	0.255950857	5.35873772	4.586104105	0.382262997	0	2.408864622	3.602305476	1.555512347	0	34.04429861	6.408544726	0.537345513	0	1.04139547	2.700270027	3.665241295	3.539341138	0.58411215	0	0	7.747318236	0	2.753556677	0	18.12688822	6.964596634	0	0	2.640264026	4.830917874	24.66236054	42.47824285	2.080083203	3.731343284	70.58823529	0	40.96834264	3.644314869	99.12767645	0.488519785	0	45.7503451	0.582750583	3.799071338	0	1.258917331	15.10749564	0	0.550357733	0	0.532197978	38.71829105	3.051881994	4.192872117	3.182179793	6.747932085	0	4.438807863	1.150086256	0	0	2.732240437	0.674536256	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
r1.617	1.601537476	0	61.55507559	116.2995595	15.99063963	0	0.925925926	1.375515818	0	2.703616087	10.9739369	10.05747126	3.237410072	0.2891845	2.041649653	0	0.524658972	0	4.466279589	0	8.689839572	5.741626794	0	0	3.384912959	48.83644707	18.93287435	11.80438449	0	10.29773897	3.533568905	0.430663221	0	18.23382195	3.949100483	14.47368421	15.20756268	20.50113895	10.44386423	7.468259895	17.94288602	15.92356688	1.975503753	4.275331338	2.178649237	1.144426642	13.54076635	2.933563417	28.30188679	0	0	0	0	0.510204082	2.462447673	0	0	0	0	51.64319249	27.54644459	9.553317841	24.70686767	8.911521324	10.2663707	5.165289256	21.35112594	1.667593107	0	1.814882033	12.88196525	1.484780995	57.20823799	3.437607425	9.404388715	7.1400238	12.72727273	108.2706767	23.73361672	26.12244898	27.31591449	0.475398146	12.92517007	3.876651982	0	0.293255132	118.6548223	29.29953666	21.4329455	0.579374276	28.60645689	4.226542688	6.444053896	1.208215868	3.93590104	0.940733772	7.886034088	4.058853374	10.6981982	1.50060024	9.083044983	37.48438151	0.346140533	0	5.376344086	0	0	0	12.36917222	0	6.54853621	17.94258373	0	2.034587996	17.80745687	0	0.470145745	3.289473684	0	0.918695452	0	1.210287443	0	1.407657658	0	4.079254079	6.690997567	0	14.02566398	0.420168067	24.39724455	27.45424293	32.10678211	0	57.97742863	2.971768202	2.674988854	0	6.599378882	33.52956232	1.488538255	17.88580601	4.587155963	0	6.102457042	0	2.722146607	0.578368999	73.01066448	2.937249666	76.84040838	0	8.851861494	0.450045005	2.443494197	4.900626191	7.009345794	12.19512195	24.69135802	14.89868892	0	9.637448371	0	0	7.544979687	24.22907489	0	1.320132013	0	16.44157369	3.729796933	18.72074883	26.11940299	4.201680672	0	45.43761639	7.288629738	11.89532117	9.770395701	10.50505051	13.60678367	2.03962704	24.90502322	24.55590387	2.517834662	3.486345148	0	8.255365988	5.128205128	25.81160192	11.12594571	29.50152594	5.450733753	7.557677009	13.7135394	44.54022989	22.19403932	2.300172513	5.208333333	9.411764706	142.7595628	40.13490725	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
r1.618	1.921844971	0	0	4.845814978	1.950078003	0.660283922	0	3.20953691	1.285760206	32.78134505	0	0	4.676258993	4.048582996	0	0	0	4.900626191	3.126395712	33.52490421	0	2.870813397	6.644518272	0	5.319148936	0.32776139	0	0	0	5.596597269	3.533568905	3.875968992	0	8.580622095	7.898200965	1.315789474	8.631319359	3.644646925	0.979112272	24.64525765	4.296183978	0.353857042	0	5.985463873	2.178649237	1.373311971	0.288101412	3.278688525	0	3.785672685	0.761035008	0	64.63565253	8.673469388	0	0	0	0	0	0.938967136	16.01537476	8.520526723	3.350083752	16.54996817	0.277469478	2.066115702	2.502085071	0	22.48289345	1.814882033	4.493708808	0.742390497	59.11517925	0	3.448275862	0	0	34.58646617	2.833864683	2.448979592	2.96912114	1.663893511	4.421768707	5.110132159	5.986937591	0	0	16.08067593	0	0	5.312627707	0	16.11013474	9.665726943	0	6.271558482	1.526329178	0	0.844594595	1.50060024	6.487889273	1.04123282	0.692281066	0	3.225806452	3.095975232	8.310249307	65.25285481	0	0.806668459	0	0	0.666444518	5.08646999	23.92877017	0	7.052186178	1.644736842	54.05405405	0	1.239157373	0.907715582	0	1.126126126	0	8.741258741	1.520681265	0	2.387347061	2.941176471	3.731343284	0	14.79076479	0	5.089621598	2.971768202	2.674988854	0	1.552795031	0.511901715	0.595415302	1.834441642	0	0	65.19993576	6.484149856	6.999805561	1.445922499	11.07465135	3.204272363	0	0	2.863837542	0.900090009	1.221747098	0.272257011	0	4.06504065	0	4.767580453	0	2.753556677	0	0	8.125362739	2.517306482	0	0	0	9.395184968	0.207210941	5.720228809	2.332089552	1.680672269	14.71790679	4.096834264	8.260447036	7.137192704	0	7.272727273	0	1.748251748	3.376952301	12.53918495	0	0	0	1.100715465	0	0.532197978	3.560302626	11.19023398	0	3.579952267	0.870700914	3.591954023	0	0	0.520833333	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
